alpha,amc_name,beta,category,expense_ratio,fund_age_yr,fund_manager,fund_size_cr,log_fund_size,min_lumpsum,min_sip,rating,returns_1yr,returns_3yr,returns_5yr,risk_level,scheme_name,sd,sharpe,sortino,sub_category
0.57,LIC Mutual Fund,0.42,Debt,0.07,4,Rahul Singh,951,6.858565034791365,5000,1000,4,5.4,3.9,8.8,1,LIC MF Overnight Fund,0.35,0.02,0.11,Overnight Mutual Funds
-1.81,LIC Mutual Fund,1,Other,0.38,10,Jaiprakash Toshniwal,68,4.23410650459726,5000,1000,3,2.2,25.4,12.6,6,LIC MF S&P BSE Sensex Index Fund,16.89,1.23,3.4,Index Funds
2.95,LIC Mutual Fund,1.01,Debt,0.27,10,Rahul Singh,707,6.56244409369372,5000,1000,3,5,5.9,5.6,2,LIC MF Savings Fund,1.02,1.57,4.54,Low Duration Funds
4.66,LIC Mutual Fund,2.57,Debt,0.37,4,Marzban Irani,110,4.709530201312334,5000,1000,2,3.7,5.7,8.8,3,LIC MF Short Term Debt Fund,1.61,0.76,1.26,Short Duration Funds
-0.72,LIC Mutual Fund,0.81,Equity,1.47,10,Amit Nadekar,401,5.996452088619021,500,500,2,-1.9,20.5,9.9,6,LIC MF Tax Plan – Direct Growth,14.61,1.25,2.55,ELSS Mutual Funds
1.33,LIC Mutual Fund,0.75,Debt,0.3,3,Rahul Singh,40,3.713572066704308,5000,1000,1,5,4.5,8.8,1,LIC MF Ultra Short Term Fund,0.39,0.85,1.98,Ultra Short Duration Funds
4.52,Mahindra Manulife Mutual Fund,0.85,Hybrid,0.65,4,Fatema Pacha,615,6.423246963533519,1000,500,4,2.7,24.6,8.8,6,Mahindra Manulife Aggressive Hybrid Fund,12.44,1.62,3.57,Aggressive Hybrid Mutual Funds
0.66,Mahindra Manulife Mutual Fund,0.77,Equity,0.82,4,Abhinav Khandelwal,54,4.007333185232471,1000,500,3,5.7,21.3,8.8,6,Mahindra Manulife Consumption Fund,14.14,1.33,2.76,Sectoral / Thematic Mutual Funds
-0.19,Mahindra Manulife Mutual Fund,0.65,Debt,0.51,5,Rahul Pal,66,4.204692619390966,1000,500,2,3.4,4.4,8.8,3,Mahindra Manulife Dynamic Bond Fund,1.7,-0.01,-0.01,Dynamic Bond
2.66,Mahindra Manulife Mutual Fund,0.94,Equity,0.73,6,Fatema Pacha,525,6.26530121273771,500,500,3,2.3,29.3,12,6,Mahindra Manulife ELSS Fund,16.21,1.53,3.64,ELSS Mutual Funds
3.84,Mahindra Manulife Mutual Fund,1.24,Hybrid,0.7,6,Fatema Pacha,418,6.037870919922137,1000,500,4,1.7,32.4,13.3,4,Mahindra Manulife Equity Savings Fund,8.16,1.56,3.1,Equity Savings Mutual Funds
4.98,Mahindra Manulife Mutual Fund,0.88,Equity,0.51,3,Manish Lodha,1056,6.963189985870238,1000,500,5,-1.1,30.4,8.8,6,Mahindra Manulife Large & Mid Cap Fund,15.69,1.61,3.07,Large & Mid Cap Funds
-1.04,Mahindra Manulife Mutual Fund,0.9,Equity,0.67,4,Abhinav Khandelwal,215,5.375278407684165,1000,500,4,0.3,25.7,8.8,6,Mahindra Manulife Large Cap Fund,15.36,1.25,2.71,Large Cap Mutual Funds
1.41,Mahindra Manulife Mutual Fund,0.74,Debt,0.15,7,Rahul Pal,514,6.244166900663736,1000,0,5,5.7,4.5,5.4,3,Mahindra Manulife Liquid Fund,0.37,1.15,5.26,Liquid Mutual Funds
2.67,Mahindra Manulife Mutual Fund,1.07,Debt,0.37,6,Rahul Pal,395,5.981414211254481,1000,500,3,5.2,5.5,6.4,3,Mahindra Manulife Low Duration Fund,0.76,1.63,3.11,Low Duration Funds
-0.01,Mahindra Manulife Mutual Fund,0.89,Equity,0.66,5,Abhinav Khandelwal,1060,6.966967138613983,1000,500,3,3.7,31,14.7,6,Mahindra Manulife Mid Cap Fund,16.69,1.57,2.99,Mid Cap Mutual Funds
4.41,Mahindra Manulife Mutual Fund,0.98,Equity,0.49,6,Fatema Pacha,1515,7.323830566202317,1000,500,3,1.2,32.6,15.8,6,Mahindra Manulife Multi Cap Fund,17.39,1.58,2.87,Multi Cap Funds
0.61,Mahindra Manulife Mutual Fund,0.43,Debt,0.12,4,Rahul Pal,345,5.846438775057724,1000,0,4,5.4,3.9,8.8,1,Mahindra Manulife Overnight Fund,0.34,0.1,0.52,Overnight Mutual Funds
1.82,Mahindra Manulife Mutual Fund,0.86,Debt,0.29,2,Rahul Pal,43,3.784189633918261,1000,500,3,4.4,18.15,8.8,3,Mahindra Manulife Short Duration Fund,12.1,1.29,2.86,Short Duration Funds
2.38,Mahindra Manulife Mutual Fund,1.05,Debt,0.35,3,Rahul Pal,170,5.14166355650266,1000,500,4,5.5,5.1,8.8,2,Mahindra Manulife Ultra Short Duration Fund,0.56,1.74,3.72,Ultra Short Duration Funds
1.82,Mirae Asset Mutual Fund,0.86,Debt,0.34,3,Basant Bafna,89,4.499809670330265,5000,1000,3,3.7,18.15,8.8,2,Mirae Asset Banking and PSU Debt Fund,12.1,1.29,2.86,Banking and PSU Mutual Funds
1.3,Mirae Asset Mutual Fund,0.7,Debt,0.17,10,Abhishek Iyer,5983,8.696844519654313,5000,1000,3,5.6,4.3,5.3,2,Mirae Asset Cash Management Fund,0.37,1,6.12,Liquid Mutual Funds
1.82,Mirae Asset Mutual Fund,0.86,Debt,0.46,2,Mahendra Jajoo,57,4.060443010546419,5000,1000,3,3.7,18.15,8.8,2,Mirae Asset Corporate Bond Fund,12.1,1.29,2.86,Corporate Bond Mutual Funds
0.15,Mirae Asset Mutual Fund,1.14,Debt,0.18,6,Amit Modani,213,5.365976015021851,5000,1000,2,2.8,4.5,7.2,3,Mirae Asset Dynamic Bond Fund,2.49,0.19,0.22,Dynamic Bond
3.14,Mirae Asset Mutual Fund,0.95,Equity,0.68,10,Neelesh Surana,23394,10.060277603300317,5000,1000,5,-1.2,29.4,15.1,6,Mirae Asset Emerging Bluechip Fund,16.51,1.51,3.42,Large & Mid Cap Funds
4.3,Mirae Asset Mutual Fund,1.06,Hybrid,0.43,4,Harshad Borawake,573,6.352629396319567,5000,1000,5,3.7,16.1,8.8,4,Mirae Asset Equity Savings Fund,7.17,1.66,4.03,Equity Savings Mutual Funds
2.4,Mirae Asset Mutual Fund,0.92,Equity,0.59,4,Gaurav Misra,8615,9.061376218836225,5000,1000,4,-4.9,28.4,8.8,6,Mirae Asset Focused Fund,16.34,1.47,3.4,Focused Funds
6.38,Mirae Asset Mutual Fund,0.7,Equity,0.5,10,Ankit Jain,1989,7.595889917718538,5000,1000,3,8.1,27.2,14,6,Mirae Asset Great Consumer Fund,13.39,1.68,3.41,Sectoral / Thematic Mutual Funds
2.95,Mirae Asset Mutual Fund,0.99,Equity,0.52,5,Vrijesh Kasera,1505,7.317212408359839,5000,1000,3,-10.7,25,8.8,6,Mirae Asset Healthcare Fund,21.5,1,2.23,Sectoral / Thematic Mutual Funds
1.95,Mirae Asset Mutual Fund,0.84,Hybrid,0.36,8,Harshad Borawake,6952,8.846928500099018,5000,1000,4,1.7,21.9,12.2,6,Mirae Asset Hybrid – Equity Fund,12.26,1.42,3.27,Aggressive Hybrid Mutual Funds
0.41,Mirae Asset Mutual Fund,0.92,Equity,0.53,10,Gaurav Misra,32910,10.401562227376685,5000,1000,3,0.6,25.3,12.1,6,Mirae Asset Large Cap Fund,15.64,1.36,3.55,Large Cap Mutual Funds
2.67,Mirae Asset Mutual Fund,0.92,Equity,0.58,4,Ankit Jain,8753,9.07726601775084,5000,1000,4,1.2,35,8.8,6,Mirae Asset Midcap Fund,16.86,1.76,3.44,Mid Cap Mutual Funds
1.82,Mirae Asset Mutual Fund,0.86,Debt,0.25,2,Basant Bafna,59,4.0943445622221,5000,1000,3,5.3,18.15,8.8,2,Mirae Asset Money Market Fund,12.1,1.29,2.86,Money Market Funds
0.67,Mirae Asset Mutual Fund,0.45,Debt,0.11,3,Abhishek Iyer,632,6.450470422144176,5000,1000,5,5.4,3.9,8.8,1,Mirae Asset Overnight Fund,0.34,0.2,1.26,Overnight Mutual Funds
2.65,Mirae Asset Mutual Fund,1.03,Debt,0.37,10,Kruti Chheta,606,6.408528791059498,5000,1000,3,5.2,5.6,5.9,2,Mirae Asset Savings Fund,0.86,1.47,3.29,Low Duration Funds
4.26,Mirae Asset Mutual Fund,2.04,Debt,0.31,5,Basant Bafna,406,6.008813185442595,5000,1000,3,4.5,6.1,6.7,2,Mirae Asset Short Term Fund,1.46,1.05,1.74,Short Duration Funds
2.58,Mirae Asset Mutual Fund,0.98,Equity,0.54,7,Neelesh Surana,14043,9.549950537288323,500,500,5,0.6,30.3,15.3,6,Mirae Asset Tax Saver Fund,16.81,1.52,3.73,ELSS Mutual Funds
1.82,Mirae Asset Mutual Fund,0.86,Debt,0.29,2,Basant Bafna,284,5.652489180268651,5000,1000,3,5.5,18.15,8.8,2,Mirae Asset Ultra Short Duration Fund,12.1,1.29,2.86,Ultra Short Duration Funds
-4.94,Motilal Oswal Mutual Fund,0.62,Hybrid,1.19,6,Santosh Singh,667,6.504288173536645,500,500,1,0.3,9.9,5.6,6,Motilal Oswal Balance Advantage Fund,10.32,0.62,1.13,Dynamic Asset Allocation or Balanced Advantage
-1.13,Motilal Oswal Mutual Fund,0.82,Hybrid,0.94,5,Siddharth Bothra,385,5.955837369464831,500,500,3,1.7,32.4,13.3,6,Motilal Oswal Equity Hybrid Fund,11.94,1.16,2.63,Aggressive Hybrid Mutual Funds
-6.29,Motilal Oswal Mutual Fund,0.86,Equity,0.97,9,Siddharth Bothra,8332,9.027978814382207,500,500,1,-1.6,16.4,4.9,6,Motilal Oswal Flexi Cap Fund,15.5,0.9,1.98,Flexi Cap Funds
-4.81,Motilal Oswal Mutual Fund,0.94,Equity,1,10,Siddharth Bothra,1643,7.404887575616125,500,500,2,2.6,20.4,10.6,6,Motilal Oswal Focused Fund,16.36,1.01,2.1,Focused Funds
5.27,Motilal Oswal Mutual Fund,0.85,Equity,0.73,3,Aditya Khemani,1415,7.255591274253665,500,500,3,10.7,28.9,8.8,6,Motilal Oswal Large and Midcap Fund,15.94,1.55,3.17,Large & Mid Cap Funds
0.88,Motilal Oswal Mutual Fund,0.68,Debt,0.21,4,Rakesh Shetty,484,6.184148890937483,500,500,1,5.2,3.8,8.8,2,Motilal Oswal Liquid Fund,0.35,-0.08,-0.39,Liquid Mutual Funds
1.02,Motilal Oswal Mutual Fund,0.88,Equity,0.8,8,Aditya Khemani,2187,7.690743163541872,500,500,3,8.5,25,10,6,Motilal Oswal Long Term Equity Fund,15.9,1.36,3.01,ELSS Mutual Funds
7.69,Motilal Oswal Mutual Fund,0.77,Equity,0.87,9,Niket Shah,3769,8.234830280442056,500,500,5,14.6,34,16.4,6,Motilal Oswal Midcap Fund,15.34,1.98,3.72,Mid Cap Mutual Funds
1.82,Motilal Oswal Mutual Fund,0.86,Other,0.1,4,Swapnil Mayekar,3378,8.12533508671429,500,500,3,-6.2,21.4,8.8,6,Motilal Oswal Nasdaq 100 FOF – Direct Growth,22.3,0.77,1.18,FoFs Overseas
-0.6,Motilal Oswal Mutual Fund,0.99,Other,0.14,3,Swapnil Mayekar,234,5.459585514144159,500,500,4,0.1,26,8.8,6,Motilal Oswal Nifty 50 Index Fund,16.66,1.31,3.48,Index Funds
-0.81,Motilal Oswal Mutual Fund,0.99,Other,0.4,4,Swapnil Mayekar,372,5.921578419643816,500,500,3,-1.2,26.7,8.8,6,Motilal Oswal Nifty 500 Index Fund,16.62,1.34,3.05,Index Funds
0,Motilal Oswal Mutual Fund,1,Other,0.21,4,Swapnil Mayekar,332,5.808142489980444,500,500,2,10.8,25,8.8,6,Motilal Oswal Nifty Bank Index Fund,25.4,0.95,2.02,Index Funds
-1.33,Motilal Oswal Mutual Fund,1.03,Other,0.22,4,Swapnil Mayekar,644,6.4692503167957724,500,500,3,4.8,33.7,8.8,6,Motilal Oswal Nifty Midcap 150 Index Fund,18.42,1.58,3.32,Index Funds
-4.95,Motilal Oswal Mutual Fund,0.98,Other,0.33,3,Swapnil Mayekar,118,4.77912349311153,500,500,2,-5.9,21.8,8.8,6,Motilal Oswal Nifty Next 50 Index Fund,18,0.95,1.67,Index Funds
-1.24,Motilal Oswal Mutual Fund,0.99,Other,0.31,4,Swapnil Mayekar,312,5.746203190540153,500,500,2,-4.8,37.1,8.8,6,Motilal Oswal Nifty Smallcap 250 Index Fund,21.03,1.52,2.88,Index Funds
1.32,Motilal Oswal Mutual Fund,1.01,Debt,0.58,10,Rakesh Shetty,101,4.624972813284271,500,500,1,4.7,3.9,1.8,1,Motilal Oswal Ultra Short Term Fund,0.39,-0.09,-0.2,Ultra Short Duration Funds
0.91,Navi Mutual Fund,0.89,Hybrid,0.34,10,Aditya Mulki,15,2.772588722239781,1000,500,2,0.2,32.6,12.4,6,Navi 3 In 1 Fund,15.51,1.41,3.29,Multi Asset Allocation Mutual Funds
1.82,Navi Mutual Fund,0.86,Equity,0.4,7,Aditya Mulki,56,4.04305126783455,500,500,2,1.3,23.4,10.5,6,Navi ELSS Tax Saver Fund,12.1,1.29,2.86,ELSS Mutual Funds
1.73,Navi Mutual Fund,0.77,Hybrid,0.42,5,Aditya Mulki,82,4.418840607796598,10,500,3,3.2,19.7,8.8,6,Navi Equity Hybrid Fund,11.25,1.41,2.72,Aggressive Hybrid Mutual Funds
0.91,Navi Mutual Fund,0.89,Equity,0.43,5,Aditya Mulki,202,5.313205979041787,10,500,3,2.1,25.9,8.8,6,Navi Flexi Cap Fund,15.51,1.41,3.29,Flexi Cap Funds
5.26,Navi Mutual Fund,0.85,Equity,0.35,7,Aditya Mulki,234,5.459585514144159,10,500,3,1.6,28.7,12.7,6,Navi Large & Midcap Fund,15.37,1.61,3.12,Large & Mid Cap Funds
5.26,Navi Mutual Fund,0.85,Equity,0.31,10,Aditya Mulki,91,4.5217885770490405,1000,500,2,0.2,32.6,12.4,6,Navi Large Cap Equity Fund,15.37,1.61,3.12,Large Cap Mutual Funds
1.01,Navi Mutual Fund,0.5,Hybrid,0.39,10,Surbhi Sharma,26,3.295836866004329,10,500,3,4.4,8.4,6.5,4,Navi Regular Savings Fund,3.3,1.38,2.69,Conservative Hybrid Mutual Funds
1.07,Navi Mutual Fund,0.59,Debt,0.73,10,Surbhi Sharma,11,2.4849066497880004,1000,500,1,1.7,32.4,13.3,2,Navi Ultra Short Term Fund,0.36,0.79,2.45,Ultra Short Duration Funds
1.74,Nippon India Mutual Fund,0.61,Hybrid,0.21,10,Anand Devendra Gupta,9234,9.13075589263334,5000,100,4,5.6,4.9,5.7,1,Nippon India Arbitrage Fund,0.7,1.31,1.67,Arbitrage Mutual Funds
3.1,Nippon India Mutual Fund,0.56,Hybrid,0.65,10,Amar Kalkundrikar,6593,8.793915423631676,100,100,3,5.3,17.1,10.1,5,Nippon India Balanced Advantage Fund,8.53,1.58,3.76,Dynamic Asset Allocation or Balanced Advantage
5.1,Nippon India Mutual Fund,2.27,Debt,0.33,8,Pranay Sinha,4008,8.296297112642508,5000,100,4,4.2,6.9,7.4,3,Nippon India Banking & PSU Debt Fund,1.92,1.08,1.84,Banking and PSU Mutual Funds
6.01,Nippon India Mutual Fund,0.93,Equity,1.32,10,Vinay Sharma,3826,8.249836485425702,5000,100,3,8.8,28.3,9.5,6,Nippon India Banking&Financial Services-DirGrowth,24.98,1.15,2.22,Sectoral / Thematic Mutual Funds
8.77,Nippon India Mutual Fund,0.76,Equity,1.76,10,Amar Kalkundrikar,312,5.746203190540153,5000,100,5,12.1,30.6,14.6,6,Nippon India Consumption Fund,14.85,1.76,4.22,Sectoral / Thematic Mutual Funds
2.14,Nippon India Mutual Fund,0.47,Debt,0.32,10,Vivek Sharma,1701,7.43955930913332,5000,100,5,5.1,6.8,7,3,Nippon India Corporate Bond Fund,1.41,1.61,2.64,Corporate Bond Mutual Funds
6.08,Nippon India Mutual Fund,0.9,Debt,1,10,Sushil Budhia,927,6.833031732786201,500,100,2,4.8,9.5,4.4,5,Nippon India Credit Risk Fund,3.87,1.26,3.84,Credit Risk Funds
0.97,Nippon India Mutual Fund,2,Debt,0.28,10,Pranay Sinha,3340,8.114025442356757,5000,100,1,3.6,5.6,6.7,3,Nippon India Dynamic Bond Fund,4.28,0.36,0.46,Dynamic Bond
4.96,Nippon India Mutual Fund,0.83,Hybrid,1.31,10,Meenakshi Dawar,2764,7.9247959139564355,500,100,1,4.2,24.3,5.9,5,Nippon India Equity Hybrid Fund,12.52,1.62,3.57,Aggressive Hybrid Mutual Funds
2.71,Nippon India Mutual Fund,0.89,Hybrid,0.69,8,Sushil Budhia,178,5.187385805840755,5000,100,1,3.9,12.2,1.3,2,Nippon India Equity Savings Fund,6.41,1.41,3.22,Equity Savings Mutual Funds
4.77,Nippon India Mutual Fund,1.84,Debt,0.27,10,Anju Chhajer,7288,8.894121641382213,5000,100,3,4.5,6.9,7.1,3,Nippon India Floating Rate Fund,1.72,1.34,2.66,Floater Mutual Funds
2.01,Nippon India Mutual Fund,1.12,Equity,1.2,10,Vinay Sharma,5929,8.68777949199177,5000,100,3,3.2,33,11.9,6,Nippon India Focused Equity Fund,20.2,1.4,3.5,Focused Funds
-0.52,Nippon India Mutual Fund,1.04,Other,0.19,10,Mehul Dama,1447,7.277938572945661,100,100,2,14.2,11.7,13.1,5,Nippon India Gold Savings Fund,14.76,0.46,1.03,FoFs Domestic
2.25,Nippon India Mutual Fund,0.91,Equity,1.09,10,Rupesh Patel,13409,9.503755976275723,100,100,4,5.6,32.4,14.5,6,Nippon India Growth Fund,16.8,1.74,3.62,Mid Cap Mutual Funds
0.57,Nippon India Mutual Fund,0.69,Debt,0.63,10,Pranay Sinha,1158,7.055312843339752,5000,100,3,4.4,5.5,8.3,2,Nippon India GSF – Direct Growth,2.98,0.45,0.57,Gilt Mutual Funds
3.09,Nippon India Mutual Fund,0.33,Hybrid,1.26,10,Sushil Budhia,716,6.57507584059962,5000,100,1,5.1,9.6,3.4,6,Nippon India Hybrid Bond Fund,2.5,2.17,4.19,Conservative Hybrid Mutual Funds
1.14,Nippon India Mutual Fund,1.43,Debt,0.58,10,Vivek Sharma,238,5.476463551931511,5000,100,3,6,5.8,7.9,2,Nippon India Income Fund,3.05,0.5,0.6,Medium to Long Duration Funds
-1.48,Nippon India Mutual Fund,0.99,Other,0.2,10,Mehul Dama,638,6.459904454377535,100,100,3,0.9,26,11.9,6,Nippon India Index Fund,16.64,1.26,3.33,Index Funds
2.97,Nippon India Mutual Fund,1,Equity,1.01,10,Sailesh Raj Bhan,12524,9.435481925953066,100,100,3,8.4,29.5,12.6,6,Nippon India Large Cap Fund,17.74,1.44,3.01,Large Cap Mutual Funds
1.5,Nippon India Mutual Fund,0.83,Debt,0.2,10,Anju Chhajer,25358,10.140888975597038,1000,100,3,5.6,4.4,5.4,2,Nippon India Liquid Fund,0.39,1.01,4.53,Liquid Mutual Funds
2.56,Nippon India Mutual Fund,0.58,Debt,0.37,10,Anju Chhajer,6232,8.73761303680885,500,100,4,5.3,6.2,6.5,2,Nippon India Low Duration Fund,0.98,1.82,2.8,Low Duration Funds
2.79,Nippon India Mutual Fund,1.21,Debt,0.21,10,Anju Chhajer,10718,9.27977314669152,500,100,5,5.7,5.3,6.3,3,Nippon India Money Market Fund,0.56,2.11,5.44,Money Market Funds
6.54,Nippon India Mutual Fund,0.99,Equity,1.12,10,Sailesh Raj Bhan,14091,9.553362539461128,100,100,3,10.7,33.7,13.2,6,Nippon India Multi Cap Fund,19.22,1.55,3.33,Multi Cap Funds
-4.27,Nippon India Mutual Fund,0.99,Other,0.02,4,Mehul Dama,148,5.003946305945459,100,100,2,-5.8,21.8,8.8,6,Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,18.26,0.99,1.75,FoFs Domestic
0.63,Nippon India Mutual Fund,0.46,Debt,0.08,4,Anju Chhajer,8861,9.089527751759436,100,100,4,5.4,3.9,8.8,1,Nippon India Overnight Fund,0.35,0.07,0.4,Overnight Mutual Funds
2.71,Nippon India Mutual Fund,0.95,Equity,1.17,10,Sailesh Raj Bhan,4267,8.358900612421644,5000,100,3,-7,24.7,15.6,6,Nippon India Pharma Fund,20.6,0.99,2.09,Sectoral / Thematic Mutual Funds
9.72,Nippon India Mutual Fund,0.7,Equity,1.58,10,Sanjay Doshi,1871,7.534762657037537,5000,100,3,20.4,37.2,10.1,6,Nippon India Power & Infra Fund,19.09,1.67,3.52,Sectoral / Thematic Mutual Funds
2.11,Nippon India Mutual Fund,0.84,Equity,0.54,10,Ashutosh Bhargava,34,3.5553480614894135,5000,100,3,5,26.9,11.9,6,Nippon India Quant Fund,14.96,1.47,2.91,Sectoral / Thematic Mutual Funds
-0.56,Nippon India Mutual Fund,0.95,Solution Oriented,1.03,8,Pranay Sinha,2233,7.711548979629146,500,500,1,1.3,25.3,6.7,6,Nippon India Retirement Fund,16.26,1.34,3.35,Retirement Funds
4.95,Nippon India Mutual Fund,1.94,Debt,0.34,10,Sushil Budhia,5147,8.546363568716018,100,100,4,4.3,6.7,7.2,3,Nippon India Short Term Fund,1.6,1.47,2.42,Short Duration Funds
10.01,Nippon India Mutual Fund,0.89,Equity,0.86,10,Samir Rachh,23910,10.082093883082601,5000,100,4,8.7,47.6,16.8,6,Nippon India Small Cap Fund,19.31,2.06,4.2,Small Cap Mutual Funds
4.14,Nippon India Mutual Fund,0.16,Debt,1.4,9,Sushil Budhia,151,5.0238805208462765,5000,100,2,2.7,8.3,-0.9,6,Nippon India Strategic Debt Fund,8.43,0.5,2.12,Medium Duration Funds
0.53,Nippon India Mutual Fund,0.98,Equity,1.18,10,Rupesh Patel,11210,9.324650718153594,500,500,1,1.8,27.3,6.5,6,Nippon India Tax Saver (ELSS) Fund,17.25,1.37,2.75,ELSS Mutual Funds
1.82,Nippon India Mutual Fund,0.86,Equity,1.22,8,Kinjal Desai,534,6.282266746896006,100,100,3,1.7,32.4,13.3,6,Nippon India US Equity Opportunities Fund,19.57,0.67,1.33,Sectoral / Thematic Mutual Funds
3.47,Nippon India Mutual Fund,0.53,Debt,0.38,10,Vivek Sharma,5114,8.539932678385727,100,100,5,5.9,7,5.9,3,Nippon India USD Fund,1.79,1.54,3.13,Ultra Short Duration Funds
4.25,Nippon India Mutual Fund,0.97,Equity,1.21,10,Meenakshi Dawar,4641,8.442900586834382,500,100,3,0,30.3,12.2,6,Nippon India Value Fund,16.97,1.54,3.34,Value Funds
2.62,Nippon India Mutual Fund,0.91,Equity,1.55,10,Amar Kalkundrikar,3024,8.014666370464942,5000,100,1,2.1,27.4,9.3,6,Nippon India Vision Fund,15.86,1.48,3.41,Large & Mid Cap Funds
10.65,PPFAS Mutual Fund,0.7,Equity,0.75,10,Rajeev Thakkar,29953,10.30741815055234,1000,1000,5,2.3,33.6,17.6,6,Parag Parikh Flexi Cap Fund,14.53,1.86,3.06,Flexi Cap Funds
0.87,PPFAS Mutual Fund,0.62,Debt,0.17,5,Raj Mehta,1456,7.284134806195205,5000,1000,1,5.3,4,8.8,2,Parag Parikh Liquid Fund,0.34,0.13,0.59,Liquid Mutual Funds
12.64,PPFAS Mutual Fund,0.62,Equity,0.8,4,Rajeev Thakkar,1147,7.045776576879511,500,1000,5,8,33,8.8,6,Parag Parikh Tax Saver Fund,12.88,2.11,4.17,ELSS Mutual Funds
1.06,PGIM India Mutual Fund,0.41,Hybrid,0.33,9,Utkarsh Katkoria,168,5.1298987149230735,5000,1000,2,5.3,4.5,5.2,1,PGIM India Arbitrage Fund,0.7,0.73,0.85,Arbitrage Mutual Funds
3.87,PGIM India Mutual Fund,1.62,Debt,0.25,10,Puneet Pal,53,3.9889840465642745,5000,1000,3,4.1,6.4,7.1,2,PGIM India Banking&PSU Debt Fund,1.73,0.99,2.06,Banking and PSU Mutual Funds
1.95,PGIM India Mutual Fund,0.58,Debt,0.29,10,Puneet Pal,49,3.912023005428146,5000,1000,4,4.3,6.8,6.9,2,PGIM India Corporate Bond Fund,1.74,1.21,2.99,Corporate Bond Mutual Funds
1.08,PGIM India Mutual Fund,0.85,Debt,0.36,10,Puneet Pal,135,4.912654885736052,5000,1000,3,4.6,5.7,7.4,2,PGIM India Dynamic Bond Fund,1.93,0.68,0.89,Dynamic Bond
4.67,PGIM India Mutual Fund,0.92,Equity,1,7,Srinivas Rao Ravuri,451,6.113682179832232,500,500,4,2.9,31.8,13.7,6,PGIM India Elss Tax Saver Fund,16.01,1.64,3.32,ELSS Mutual Funds
4.09,PGIM India Mutual Fund,0.6,Hybrid,0.42,10,Anandha Padmanabhan Anjen,143,4.969813299576001,5000,1000,3,4.3,12.6,8,2,PGIM India Equity Savings Fund,4.51,1.86,4.61,Equity Savings Mutual Funds
5.27,PGIM India Mutual Fund,0.99,Equity,0.4,8,Aniruddha Naha,5199,8.556413904569519,100,1000,5,-2.3,34,15.7,6,PGIM India Flexi Cap Fund,17.81,1.6,3.13,Flexi Cap Funds
1.82,PGIM India Mutual Fund,0.86,Other,1.44,10,Rahul Jagwani,1336,7.198183577101943,5000,1000,3,-7.9,18.9,14.1,6,PGIM India GEO Fund,25.79,0.55,1.01,FoFs Overseas
0.65,PGIM India Mutual Fund,0.47,Debt,0.39,10,Puneet Pal,135,4.912654885736052,5000,1000,3,4.2,5.3,7,3,PGIM India Gilt Fund,2.16,0.54,0.74,Gilt Mutual Funds
2.02,PGIM India Mutual Fund,0.78,Hybrid,0.68,10,Vivek Sharma,217,5.384495062789089,5000,1000,2,4,20.6,9,6,PGIM India Hybrid Equity Fund,12.12,1.35,2.6,Aggressive Hybrid Mutual Funds
-0.62,PGIM India Mutual Fund,0.89,Equity,0.98,10,Srinivas Rao Ravuri,427,6.059123195581797,5000,1000,2,4.7,24.1,10.9,6,PGIM India Large Cap Fund,15.14,1.28,2.87,Large Cap Mutual Funds
1.42,PGIM India Mutual Fund,0.76,Debt,0.17,10,Puneet Pal,809,6.697034247666484,100,1000,3,5.6,4.4,5.4,2,PGIM India Liquid Fund,0.38,1.07,4.88,Liquid Mutual Funds
0.46,PGIM India Mutual Fund,0.27,Debt,0.35,10,Puneet Pal,97,4.584967478670572,5000,1000,1,5.5,4.3,2,2,PGIM India Low Duration Fund,1.43,0.07,0.05,Low Duration Funds
6.9,PGIM India Mutual Fund,0.97,Equity,0.46,9,Aniruddha Naha,7707,8.950014029534257,5000,1000,5,2,42.9,19,6,PGIM India Midcap Opportunities Fund,18.52,1.92,4.61,Mid Cap Mutual Funds
2.48,PGIM India Mutual Fund,1.14,Debt,0.15,3,Puneet Pal,235,5.4638318050256105,5000,1000,4,5.7,5.1,8.8,2,PGIM India Money Market Fund,0.5,1.92,5.23,Money Market Funds
0.67,PGIM India Mutual Fund,0.46,Debt,0.12,4,Puneet Pal,75,4.330733340286331,100,1000,4,5.4,3.9,8.8,1,PGIM India Overnight Fund,0.33,0.16,0.95,Overnight Mutual Funds
3.73,PGIM India Mutual Fund,1.62,Debt,0.5,10,Puneet Pal,29,3.4011973816621555,5000,1000,3,4.5,6.3,4.6,2,PGIM India Short Duration Fund,1.49,1.04,2.05,Short Duration Funds
2.45,PGIM India Mutual Fund,1.08,Debt,0.25,10,Puneet Pal,405,6.0063531596017325,25000,1000,3,5.5,5.2,7.3,2,PGIM India Ultra Short Duration Fund,0.53,1.9,4.43,Ultra Short Duration Funds
16.98,Quant Mutual Fund,0.73,Hybrid,0.56,10,Sanjeev Sharma,1013,6.921658184151129,5000,1000,5,7.3,38.2,19.1,6,Quant Absolute Fund,14.41,2.12,3.75,Aggressive Hybrid Mutual Funds
13.82,Quant Mutual Fund,0.97,Equity,0.58,10,Sanjeev Sharma,3531,8.16961956172385,5000,1000,3,1,45.5,19.9,6,Quant Active Fund,19.65,1.87,3.33,Multi Cap Funds
