alpha,amc_name,beta,category,expense_ratio,fund_age_yr,fund_manager,fund_size_cr,log_fund_size,min_lumpsum,min_sip,rating,returns_1yr,returns_3yr,returns_5yr,risk_level,scheme_name,sd,sharpe,sortino,sub_category
0.42,Baroda BNP Paribas Mutual Fund,1.16,Debt,0.69,9,Mayank Prakash,37,3.6375861597263857,5000,300,2,3.9,5,3.5,3,Baroda BNP Paribas Medium Duration Fund,2.34,0.32,0.42,Medium Duration Funds
1.31,Baroda BNP Paribas Mutual Fund,0.86,Equity,0.59,10,Shiv Chanani,1192,7.084226422097916,5000,300,3,2.4,30.6,13.6,6,Baroda BNP Paribas Mid Cap Fund,15.92,1.67,3.35,Mid Cap Mutual Funds
1.72,Baroda BNP Paribas Mutual Fund,1.15,Debt,0.2,4,Vikram Pamnani,111,4.718498871295094,5000,500,2,5,4.1,8.8,2,Baroda BNP Paribas Money Market Fund,0.46,0.38,0.91,Money Market Funds
2.11,Baroda BNP Paribas Mutual Fund,0.9,Equity,1.1,10,Sanjay Chawla,1628,7.395721608602045,5000,500,2,-1.7,28.8,12.3,6,Baroda BNP Paribas Multi Cap Fund,16.27,1.44,3.05,Multi Cap Funds
0.62,Baroda BNP Paribas Mutual Fund,0.45,Debt,0.08,4,Vikram Pamnani,423,6.049733455231958,5000,500,3,5.4,3.9,8.8,1,Baroda BNP Paribas Overnight Fund,0.34,0.05,0.32,Overnight Mutual Funds
3.6,Baroda BNP Paribas Mutual Fund,1.55,Debt,0.37,10,Prashant Pimple,235,5.4638318050256105,5000,500,3,4.2,5.7,6.7,3,Baroda BNP Paribas Short Duration Fund,1.75,0.88,1.23,Short Duration Funds
2.59,Baroda BNP Paribas Mutual Fund,1.24,Debt,0.22,5,Vikram Pamnani,560,6.329720905522696,5000,500,3,5.7,5.1,8.8,2,Baroda BNP Paribas Ultra Short Duration Fund,0.53,1.77,3.14,Ultra Short Duration Funds
1.82,Edelweiss Mutual Fund,0.86,Other,0.06,3,Dhawal Dalal,3912,8.272059622210412,1000,500,2,2.6,18.15,8.8,2,BHARAT Bond FOF – April 2025 – Direct Growth,12.1,1.29,2.86,FoFs Domestic
0.16,Canara Robeco Mutual Fund,0.89,Equity,0.48,10,Shridatta Bhandwaldar,8672,9.067970030684457,5000,1000,5,1.7,24.3,14.4,6,Canara Robeco Bluechip Equity Fund,14.97,1.35,3.07,Large Cap Mutual Funds
2.59,Canara Robeco Mutual Fund,0.6,Hybrid,0.57,10,Avnish Jain,1069,6.975413927455952,5000,1000,5,3.8,11.4,9.4,4,Canara Robeco Conservative Hybrid Fund,3.98,1.74,3.41,Conservative Hybrid Mutual Funds
4.63,Canara Robeco Mutual Fund,0.74,Equity,1,10,Shridatta Bhandwaldar,935,6.8416154764775925,5000,1000,4,7.1,26.7,15.1,6,Canara Robeco Consumer Trends Fund,14.66,1.48,3.47,Sectoral / Thematic Mutual Funds
1.33,Canara Robeco Mutual Fund,0.77,Debt,0.39,9,Avnish Jain,191,5.2574953720277815,5000,1000,3,4,6,6.7,2,Canara Robeco Corporate Bond Fund,1.81,0.85,1.35,Corporate Bond Mutual Funds
0.74,Canara Robeco Mutual Fund,1.02,Debt,0.66,10,Kunal Jain,116,4.762173934797756,5000,1000,3,4.7,5.3,6.6,3,Canara Robeco Dynamic Bond Fund,2.17,0.47,0.64,Dynamic Bond
2.48,Canara Robeco Mutual Fund,0.89,Equity,0.6,10,Shridatta Bhandwaldar,15261,9.633121357849578,5000,1000,3,-0.2,27,12.6,6,Canara Robeco Emerging Equities – Direct Growth,15.69,1.47,3.36,Large & Mid Cap Funds
1.49,Canara Robeco Mutual Fund,0.78,Hybrid,0.63,10,Shridatta Bhandwaldar,8235,9.01627006814768,5000,1000,4,1.8,20.1,12.2,6,Canara Robeco Equity Hybrid Fund,11.27,1.4,3.25,Aggressive Hybrid Mutual Funds
2.7,Canara Robeco Mutual Fund,0.87,Equity,0.64,10,Vishal Mishra,4685,8.452334619067742,500,500,5,1.2,27.7,15.5,6,Canara Robeco Equity Tax Saver Fund,15.37,1.51,3.08,ELSS Mutual Funds
0.32,Canara Robeco Mutual Fund,0.87,Equity,0.55,10,Shridatta Bhandwaldar,8630,9.063115652219658,5000,1000,4,-0.9,24.8,13.8,6,Canara Robeco Flexi Cap Fund,14.9,1.39,2.84,Flexi Cap Funds
0.47,Canara Robeco Mutual Fund,0.55,Debt,0.54,10,Kunal Jain,80,4.394449154672439,5000,1000,3,4.3,5.1,7,3,Canara Robeco Gilt Fund,2.52,0.43,0.55,Gilt Mutual Funds
0.87,Canara Robeco Mutual Fund,1.32,Debt,0.75,10,Avnish Jain,125,4.836281906951478,5000,1000,3,3.9,5.8,7,3,Canara Robeco Income Fund,2.74,0.45,0.69,Medium to Long Duration Funds
10.9,Canara Robeco Mutual Fund,0.59,Equity,1.32,10,Shridatta Bhandwaldar,247,5.5134287461649825,5000,1000,3,13.7,34.9,12.2,6,Canara Robeco Infrastructure – Direct Growth,16.53,1.8,3.99,Sectoral / Thematic Mutual Funds
1.07,Canara Robeco Mutual Fund,0.66,Debt,0.11,10,Kunal Jain,2548,7.8434564043761155,5000,1000,2,5.6,4.1,5.1,2,Canara Robeco Liquid Fund,0.39,0.47,3.04,Liquid Mutual Funds
0.61,Canara Robeco Mutual Fund,0.45,Debt,0.1,4,Suman Prasad,216,5.37989735354046,5000,0,2,5.3,3.9,8.8,1,Canara Robeco Overnight Fund,0.34,0,0.03,Overnight Mutual Funds
2.64,Canara Robeco Mutual Fund,1.33,Debt,0.31,10,Kunal Jain,1003,6.911747300251674,5000,1000,2,5,5.2,5.9,2,Canara Robeco Savings Fund,0.77,1.12,2.24,Low Duration Funds
3.98,Canara Robeco Mutual Fund,1.95,Debt,0.47,10,Suman Prasad,520,6.255750041753367,5000,1000,3,4.1,5.9,6.5,2,Canara Robeco Short Duration Fund,1.59,0.87,1.68,Short Duration Funds
12.23,Canara Robeco Mutual Fund,0.79,Equity,0.47,4,Shridatta Bhandwaldar,4831,8.48301573961465,5000,1000,5,-0.6,51.8,8.8,6,Canara Robeco Small Cap Fund,17.75,2.17,4.62,Small Cap Mutual Funds
1.82,Canara Robeco Mutual Fund,1.04,Debt,0.4,10,Suman Prasad,565,6.338594078203183,500,500,2,5.2,4.5,5.3,2,Canara Robeco Ultra Short Term Fund,0.51,0.84,2.11,Ultra Short Duration Funds
1.45,DSP Mutual Fund,0.64,Hybrid,0.35,5,Kedar Karnik,1238,7.122059881629142,500,500,3,5.6,4.6,5.4,1,DSP Arbitrage Fund,0.72,0.82,1.08,Arbitrage Mutual Funds
4.78,DSP Mutual Fund,2.4,Debt,0.33,10,Vikram Chopra,2463,7.80954132465341,500,500,3,4,6.4,6.9,2,DSP Banking & Psu Debt Fund,1.87,0.84,1.59,Banking and PSU Mutual Funds
1.17,DSP Mutual Fund,1.02,Debt,0.39,10,Vivek Ramakrishnan,333,5.8111409929767,500,500,3,3.8,6.1,4.9,3,DSP Bond Fund,2.36,0.62,0.98,Medium Duration Funds
0.76,DSP Mutual Fund,0.73,Debt,0.25,5,Vivek Ramakrishnan,2065,7.633369649679584,500,500,2,2.6,5.6,8.8,3,DSP Corporate Bond Fund,2.16,0.45,0.59,Corporate Bond Mutual Funds
2.84,DSP Mutual Fund,0.26,Debt,0.38,10,Laukik Bagwe,210,5.351858133476067,500,500,3,10.8,6.6,4.5,4,DSP Credit Risk Fund,4.32,0.58,1.23,Credit Risk Funds
-0.92,DSP Mutual Fund,0.53,Hybrid,0.71,9,Atul Bhole,3770,8.235095497258357,500,500,3,1.7,12.2,8.3,5,DSP Dynamic Asset Allocation Fund,8.62,1.03,2.7,Dynamic Asset Allocation or Balanced Advantage
0.51,DSP Mutual Fund,0.83,Hybrid,0.78,10,Atul Bhole,7358,8.903679332926599,500,500,3,0.6,18.7,10.7,6,DSP Equity & Bond Fund,12.7,1.25,2.7,Aggressive Hybrid Mutual Funds
1.89,DSP Mutual Fund,0.93,Equity,0.91,10,Rohit Singhania,7110,8.869398159883518,500,500,3,3.2,31.6,11.7,6,DSP Equity Opportunities Fund,16.6,1.4,2.87,Large & Mid Cap Funds
4.83,DSP Mutual Fund,0.88,Hybrid,0.4,7,Kedar Karnik,535,6.284134161070802,500,500,2,4,14.6,7.8,4,DSP Equity Savings Fund,6.37,1.75,3.55,Equity Savings Mutual Funds
-1.47,DSP Mutual Fund,0.93,Equity,0.76,10,Atul Bhole,7725,8.952346543226227,500,500,3,-0.1,22.8,12,6,DSP Flexi Cap Fund,16.67,1.23,2.56,Flexi Cap Funds
1.82,DSP Mutual Fund,0.86,Debt,0.24,2,Kedar Karnik,983,6.891625897052253,500,500,1,4.4,18.15,8.8,2,DSP Floater Fund,12.1,1.29,2.86,Floater Mutual Funds
-2.77,DSP Mutual Fund,0.9,Equity,1.08,10,Vinit Sambre,1784,7.487173694213739,500,500,2,-1.7,20.4,8.9,6,DSP Focus Fund,16.44,1.11,2.4,Focused Funds
1.82,DSP Mutual Fund,0.86,Other,1.43,9,Jay Kothari,70,4.2626798770413155,500,500,3,0.6,12.6,7.9,6,DSP Global Allocation Fund,10.88,0.67,1.15,FoFs Overseas
1.15,DSP Mutual Fund,0.62,Debt,0.54,10,Vikram Chopra,430,6.066108090103747,500,500,4,4.4,5.9,8.6,3,DSP G-Sec Fund,2.85,0.64,0.93,Gilt Mutual Funds
6.84,DSP Mutual Fund,0.78,Equity,1.04,4,Vinit Sambre,1197,7.088408778675395,500,500,3,-3.6,26.9,8.8,6,DSP Healthcare Fund,17.83,1.19,2.42,Sectoral / Thematic Mutual Funds
10.78,DSP Mutual Fund,0.64,Equity,1.34,10,Rohit Singhania,1797,7.494430215031565,500,500,3,15.8,36.4,11.9,6,DSP India T.I.G.E.R. Fund,17.58,1.78,3.58,Sectoral / Thematic Mutual Funds
1.29,DSP Mutual Fund,0.73,Debt,0.15,10,Kedar Karnik,13582,9.51657428982249,500,500,3,5.6,4.3,5.3,3,DSP Liquidity Fund,0.37,0.83,4.19,Liquid Mutual Funds
2.97,DSP Mutual Fund,1.35,Debt,0.3,8,Karan Mundhara,3340,8.114025442356757,500,500,2,5.1,5.5,6.3,2,DSP Low Duration Fund,0.83,1.4,3.06,Low Duration Funds
-6.18,DSP Mutual Fund,0.85,Equity,0.77,10,Vinit Sambre,13213,9.48903215258983,500,500,2,-3.9,21.1,9.5,6,DSP Midcap Fund,15.81,1.2,2.26,Mid Cap Mutual Funds
21.48,DSP Mutual Fund,0.43,Equity,1.21,10,Rohit Singhania,673,6.513230110912307,500,500,3,-0.7,44.3,12,6,DSP Natural Resources & New Energy – Direct Growth,23.46,1.39,2.31,Sectoral / Thematic Mutual Funds
3.52,DSP Mutual Fund,1.01,Other,0.4,5,Anil Ghelani,498,6.212606095751519,500,500,3,2.2,30.9,10.7,6,DSP Nifty 50 Equal Weight Index Fund,17.4,1.51,3.22,Index Funds
-0.76,DSP Mutual Fund,0.99,Other,0.24,4,Anil Ghelani,271,5.605802066295998,500,500,3,0.9,25.8,8.8,6,DSP Nifty 50 Index Fund,16.67,1.3,3.43,Index Funds
-4.59,DSP Mutual Fund,0.97,Other,0.32,4,Anil Ghelani,227,5.429345628954441,500,500,2,-6.3,21.8,8.8,6,DSP Nifty Next 50 Index Fund,17.93,0.97,1.68,Index Funds
0.67,DSP Mutual Fund,0.47,Debt,0.06,4,Kedar Karnik,2754,7.9211727215870145,500,500,4,5.4,3.9,8.8,1,DSP Overnight Fund,0.34,0.12,0.73,Overnight Mutual Funds
2.26,DSP Mutual Fund,0.61,Hybrid,0.51,10,Vikram Chopra,199,5.298317366548036,500,500,2,3,10.8,6,3,DSP Regular Savings Fund,4.28,1.55,2.68,Conservative Hybrid Mutual Funds
3.15,DSP Mutual Fund,1.65,Debt,0.25,10,Kedar Karnik,3903,8.269756947532983,500,500,2,5,5.3,5.9,3,DSP Savings Fund,0.81,1.15,1.82,Money Market Funds
4.96,DSP Mutual Fund,2.51,Debt,0.3,10,Laukik Bagwe,2821,7.945201132412759,500,500,2,4.1,6.1,6.7,2,DSP Short Term Fund,1.67,0.96,1.75,Short Duration Funds
4.28,DSP Mutual Fund,0.86,Equity,0.9,10,Vinit Sambre,8953,9.09985563880091,500,500,2,0.7,38.9,12.5,6,DSP Small Cap Fund,18.67,1.78,3.38,Small Cap Mutual Funds
0.84,DSP Mutual Fund,1.36,Debt,0.47,10,Vikram Chopra,481,6.1779441140506,500,500,3,3,5.4,7.3,2,DSP Strategic Bond Fund,3,0.41,0.48,Dynamic Bond
2.57,DSP Mutual Fund,0.94,Equity,0.81,10,Rohit Singhania,10129,9.22325659724273,500,500,4,1.8,28.8,13.3,6,DSP Tax Saver Fund,16.3,1.51,3.19,ELSS Mutual Funds
-1.79,DSP Mutual Fund,0.91,Equity,1.27,10,Abhishek Singh,2605,7.8655717576847906,500,500,1,3.6,21.8,8.9,6,DSP Top 100 Equity Fund,15.88,1.18,2.98,Large Cap Mutual Funds
2.39,DSP Mutual Fund,1.19,Debt,0.3,10,Kedar Karnik,2736,7.914617709040679,500,500,3,5.5,4.9,5.5,2,DSP Ultra Short Fund,0.52,1.54,3.54,Ultra Short Duration Funds
1.82,DSP Mutual Fund,0.86,Other,1.52,10,Jay Kothari,770,6.647688373563329,500,500,3,2.2,23.8,13.6,6,DSP US Flexible Equity Fund,16.4,1.1,1.95,FoFs Overseas
1.82,DSP Mutual Fund,0.86,Other,1.81,10,Jay Kothari,777,6.656726524178391,500,500,3,-9,14.8,10.2,6,DSP World Gold Fund,36.51,0.4,1.11,FoFs Overseas
1.82,DSP Mutual Fund,0.86,Other,1.5,10,Jay Kothari,188,5.241747015059643,500,500,3,-5.4,37.1,15,6,DSP World Mining Fund,28.33,1.08,1.68,FoFs Overseas
5.57,Edelweiss Mutual Fund,0.79,Hybrid,0.36,10,Bharat Lahoti,469,6.152732694704104,5000,500,4,6.5,24.6,13,6,Edelweiss Aggressive Hybrid Fund,11.66,1.72,3.83,Aggressive Hybrid Mutual Funds
1.78,Edelweiss Mutual Fund,0.63,Hybrid,0.37,9,Bhavesh Jain,5393,8.593042503699674,5000,500,5,5.8,5,5.7,1,Edelweiss Arbitrage Fund,0.72,1.31,1.61,Arbitrage Mutual Funds
2.1,Edelweiss Mutual Fund,0.67,Hybrid,0.51,10,Bhavesh Jain,8780,9.080345575359996,5000,500,4,2.9,18.5,12,6,Edelweiss Balanced Advantage Fund,9.71,1.48,3.31,Dynamic Asset Allocation or Balanced Advantage
6.29,Edelweiss Mutual Fund,3.18,Debt,0.26,10,Dhawal Dalal,355,5.87493073085203,5000,500,2,3.5,6.9,7.9,3,Edelweiss Banking & Psu Debt Fund,3.68,0.55,0.78,Banking and PSU Mutual Funds
2.41,Edelweiss Mutual Fund,0.79,Hybrid,0.7,8,Bharat Lahoti,258,5.556828061699537,5000,500,5,4.4,12.1,9,4,Edelweiss Equity Savings Fund,5.29,1.53,3.22,Equity Savings Mutual Funds
1.82,Edelweiss Mutual Fund,0.86,Other,1.5,9,Bhavesh Jain,83,4.430816798843313,5000,500,3,9.2,25.2,7.6,6,Edelweiss Europe Dynamic Equity Offshore – Dir Growth,19.12,0.93,1.64,FoFs Overseas
1.91,Edelweiss Mutual Fund,0.92,Equity,0.56,8,Trideep Bhattacharya,1056,6.963189985870238,5000,500,3,1.9,27.5,12.1,6,Edelweiss Flexi Cap Fund,16.02,1.46,3.41,Flexi Cap Funds
1.77,Edelweiss Mutual Fund,0.61,Debt,0.66,9,Dhawal Dalal,119,4.787491742782046,5000,500,5,4.3,6.8,8.2,3,Edelweiss Govt Securities Fund,2.77,0.88,1.63,Gilt Mutual Funds
1.82,Edelweiss Mutual Fund,0.86,Other,1.44,10,Bhavesh Jain,1897,7.5485559791698735,5000,500,3,-4.1,9,6.1,6,Edelweiss Greater China Equity Off-Shore Fund,25.75,0.3,0.6,FoFs Overseas
2.77,Edelweiss Mutual Fund,0.9,Equity,0.6,10,Abhishek Gupta,1711,7.445417556701687,5000,500,4,1.2,27.8,13.2,6,Edelweiss Large & Mid Cap Fund,15.87,1.47,3.56,Large & Mid Cap Funds
0.95,Edelweiss Mutual Fund,0.93,Equity,0.93,10,Bharat Lahoti,399,5.991464547107982,5000,500,4,4.9,26,12.8,6,Edelweiss Large Cap Fund,15.71,1.4,3.25,Large Cap Mutual Funds
1.47,Edelweiss Mutual Fund,0.8,Debt,0.15,10,Rahul Dedhia,1543,7.342131730584722,5000,500,4,5.6,4.4,5.4,3,Edelweiss Liquid Fund,0.38,1.08,6.74,Liquid Mutual Funds
0.61,Edelweiss Mutual Fund,0.9,Equity,0.69,10,Trideep Bhattacharya,209,5.3471075307174685,500,500,3,0.9,25.6,10.2,6,Edelweiss Long Term Equity Fund,15.73,1.39,3.18,ELSS Mutual Funds
2.21,Edelweiss Mutual Fund,0.96,Equity,0.57,10,Trideep Bhattacharya,2530,7.836369760545124,5000,500,4,4.9,35.5,14,6,Edelweiss Mid Cap Fund,17.63,1.73,3.85,Mid Cap Mutual Funds
2.56,Edelweiss Mutual Fund,1.45,Debt,0.26,10,Dhawal Dalal,346,5.849324779946859,5000,500,1,4.9,4.7,7.3,2,Edelweiss Money Market Fund,0.6,1.03,2.05,Money Market Funds
0.63,Edelweiss Mutual Fund,0.47,Debt,0.1,4,Rahul Dedhia,480,6.175867270105761,5000,500,2,5.3,3.9,8.8,1,Edelweiss Overnight Fund,0.33,0.01,0.08,Overnight Mutual Funds
0.04,Edelweiss Mutual Fund,0.83,Equity,0.61,5,Bhavesh Jain,859,6.756932389247553,5000,500,3,-13.8,24.3,10.9,6,Edelweiss Recently Listed IPO Fund,17.77,1.09,1.63,Sectoral / Thematic Mutual Funds
8.58,Edelweiss Mutual Fund,0.81,Equity,0.6,4,Sahil Shah,1458,7.285506548522786,5000,500,4,3,42.5,8.8,6,Edelweiss Small Cap Fund,17.99,1.98,4.17,Small Cap Mutual Funds
1.82,Edelweiss Mutual Fund,0.86,Other,1.43,10,Bhavesh Jain,90,4.51085950651685,5000,500,3,2,23.8,11.5,6,Edelweiss US Value Equity Offshore Fund,16.38,1.03,2.17,FoFs Overseas
8.05,Franklin Templeton Mutual Fund,0.71,Equity,1.3,10,Ajay Argal,1184,7.077498053569231,5000,500,3,16,36.1,13.3,6,Franklin Build India Fund,19.06,1.6,3.18,Sectoral / Thematic Mutual Funds
3.72,Franklin Templeton Mutual Fund,1.87,Debt,0.16,9,Umesh Sharma,712,6.569481420414296,5000,500,2,4.2,6.1,7.2,2,Franklin India Banking & PSU Debt Fund,1.74,0.7,1.06,Banking and PSU Mutual Funds
0.71,Franklin Templeton Mutual Fund,0.92,Equity,1.01,10,Anand Radhakrishnan,6205,8.733271845008325,5000,500,2,-1,25.1,9.7,6,Franklin India Bluechip Fund,16.83,1.28,2.72,Large Cap Mutual Funds
1.68,Franklin Templeton Mutual Fund,0.56,Debt,0.21,10,Santosh Kamath,748,6.618738983517219,10000,500,3,4.4,6.3,7,2,Franklin India Corporate Debt Fund,1.8,1.02,1.65,Corporate Bond Mutual Funds
1.26,Franklin Templeton Mutual Fund,0.59,Hybrid,0.57,10,Rajasa Kakulavarapu,246,5.5093883366279774,10000,500,3,5.1,9.8,7,4,Franklin India Debt Hybrid Fund,3.89,1.42,2.98,Conservative Hybrid Mutual Funds
8.57,Franklin Templeton Mutual Fund,0.3,Other,0.46,10,Rajasa Kakulavarapu,1103,7.00669522683704,5000,500,3,5.9,18.2,9.2,4,Franklin India Dynamic Asset Allocation FoFs-Dir-G,10.19,1.39,1.87,FoFs Domestic
2.99,Franklin Templeton Mutual Fund,0.96,Equity,1.37,10,R Janakiraman,2556,7.846589975291186,5000,500,2,-0.9,27.7,9.2,6,Franklin India Equity Advantage Fund,17.49,1.43,3.41,Large & Mid Cap Funds
3.49,Franklin Templeton Mutual Fund,0.8,Hybrid,1.2,10,Rajasa Kakulavarapu,1347,7.206377291472252,5000,500,3,5.3,22.5,11,6,Franklin India Equity Hybrid Fund,12.1,1.51,3.24,Aggressive Hybrid Mutual Funds
3.39,Franklin Templeton Mutual Fund,0.94,Hybrid,0.71,5,Rajasa Kakulavarapu,153,5.0369526024136295,5000,500,3,4.8,14,8.8,3,Franklin India Equity Savings Fund,6.61,1.53,3.01,Equity Savings Mutual Funds
1.82,Franklin Templeton Mutual Fund,0.86,Other,0.72,10,Sandeep Manam,2880,7.9658927350845286,5000,500,3,-12.1,17.4,11.6,6,Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,23.08,0.5,0.95,FoFs Overseas
4.83,Franklin Templeton Mutual Fund,0.93,Equity,1.1,10,Anand Radhakrishnan,9989,9.2093398716426,5000,500,4,3.8,31.1,12,6,Franklin India Flexi Cap Fund,16.63,1.6,3.27,Flexi Cap Funds
2.33,Franklin Templeton Mutual Fund,0.75,Debt,0.21,10,Pallab Roy,311,5.7430031878094825,1000,500,4,5.8,5.6,6.2,2,Franklin India Floating Rate Fund,0.84,1.58,2.6,Floater Mutual Funds
3.6,Franklin Templeton Mutual Fund,0.98,Equity,1.16,10,Ajay Argal,8022,8.990067695753655,5000,500,4,5.1,30.9,12.9,6,Franklin India Focused Equity Fund,18.62,1.43,3.17,Focused Funds
-0.49,Franklin Templeton Mutual Fund,0.52,Debt,0.57,10,Sachin Padwal Desai,121,4.804021044733257,10000,500,2,3.5,4.1,6.3,3,Franklin India G-Sec Fund,2.35,0.04,0.04,Gilt Mutual Funds
1.34,Franklin Templeton Mutual Fund,0.74,Debt,0.13,10,Pallab Roy,1511,7.321188556739479,10000,500,3,5.6,4.3,5.4,2,Franklin India Liquid Fund,0.38,0.9,4.44,Liquid Mutual Funds
5.14,Franklin Templeton Mutual Fund,-0.01,Other,0.44,8,Rajasa Kakulavarapu,45,3.828641396489095,5000,500,1,4.1,8.7,5.3,4,Franklin India Multi-Asset Solution Fund,12.82,0.39,0.34,FoFs Domestic
-0.79,Franklin Templeton Mutual Fund,0.99,Other,0.24,10,Varun Sharma,482,6.180016653652572,5000,500,3,0.9,25.6,11.6,6,Franklin India NSE Nifty 50 Index Fund,16.58,1.3,3.44,Index Funds
4.7,Franklin Templeton Mutual Fund,0.92,Equity,1.79,10,R Janakiraman,657,6.489204931325317,5000,500,3,7.9,31,11.5,6,Franklin India Opportunities Fund,16.65,1.58,3.45,Sectoral / Thematic Mutual Funds
0.49,Franklin Templeton Mutual Fund,0.41,Debt,0.1,4,Pallab Roy,152,5.030437921392435,5000,500,2,5.3,3.8,8.8,1,Franklin India Overnight Fund,0.35,-0.18,-0.89,Overnight Mutual Funds
-4.41,Franklin Templeton Mutual Fund,0.96,Equity,1.06,10,R Janakiraman,7359,8.903815211722922,5000,500,2,4.5,26.6,10,6,Franklin India Prima Fund,17.67,1.36,3.06,Mid Cap Mutual Funds
2.67,Franklin Templeton Mutual Fund,1.29,Debt,0.1,10,Umesh Sharma,1084,6.98933526597456,10000,500,3,5.3,5.2,6.1,2,Franklin India Savings Fund,0.63,1.5,3.34,Money Market Funds
7.03,Franklin Templeton Mutual Fund,0.81,Equity,1.03,10,R Janakiraman,7308,8.896861744480391,5000,500,2,10.5,38.8,11.2,6,Franklin India Smaller Companies Fund,17.83,1.91,3.36,Small Cap Mutual Funds
2.88,Franklin Templeton Mutual Fund,0.95,Equity,1.12,10,R Janakiraman,4584,8.430545384690566,500,500,3,4.9,29.3,11.4,6,Franklin India Taxshield – Direct Growth,16.91,1.49,3.21,ELSS Mutual Funds
3.66,Franklin Templeton Mutual Fund,0.73,Equity,1.22,10,Anand Radhakrishnan,712,6.569481420414296,5000,500,3,-11.9,29.9,15.9,6,Franklin India Technology Fund,19.22,1.24,1.91,Sectoral / Thematic Mutual Funds
1.24,HDFC Mutual Fund,0.5,Hybrid,0.43,9,Arun Agarwal,5886,8.68050180902826,100,100,2,5.6,4.5,5.2,1,HDFC Arbitrage Fund,0.7,0.82,0.99,Arbitrage Mutual Funds
7.38,HDFC Mutual Fund,0.88,Hybrid,0.88,10,Gopal Agrawal,51042,10.840423693720814,100,100,4,14.4,29.3,12.9,6,HDFC Balanced Advantage Fund,14.82,1.6,3.38,Dynamic Asset Allocation or Balanced Advantage
3.4,HDFC Mutual Fund,1.06,Debt,0.39,9,Anil Bamboli,4805,8.477620416296414,100,100,4,4.3,6.8,7.2,2,HDFC Banking and PSU Debt Fund,2.02,0.98,1.74,Banking and PSU Mutual Funds
